Title,Description,Published At,URL,text,Manual Bias
Andhra Pradesh Chief Minister stresses on efficient delivery of welfare schemes,"Naidu examines reports from various sources, including IVRS surveys and QR code-based feedback, on key welfare initiatives, and directs officials to ensure that feedback is continuously collected and used to refine government programmes",2025-02-03T15:41:36+00:00,https://www.thehindu.com/news/national/andhra-pradesh/andhra-pradesh-chief-minister-stresses-on-efficient-delivery-of-welfare-schemes/article69176787.ece,"Andhra Pradesh Chief Minister stresses on efficient delivery of welfare schemes. Naidu examines reports from various sources, including IVRS surveys and QR code-based feedback, on key welfare initiatives, and directs officials to ensure that feedback is continuously collected and used to refine government programmes",Right-wing
"It could be LDF again in 2026 Assembly polls, says Vellappally","In a Yoga Nadam editorial, he says Pinarayi is irreplaceable as the CPI(M)‘s CM candidate but chided the latter’s office for diminishing the government’s sheen",2025-02-03T15:34:33+00:00,https://www.thehindu.com/news/national/kerala/it-could-be-ldf-again-in-2026-assembly-polls-says-vellappally/article69176734.ece,"It could be LDF again in 2026 Assembly polls, says Vellappally. In a Yoga Nadam editorial, he says Pinarayi is irreplaceable as the CPI(M)‘s CM candidate but chided the latter’s office for diminishing the government’s sheen",Neutral
Tirupati Deputy Mayor election deferred amid high drama,Tirupati Deputy Mayor election deferred amid high drama,2025-02-03T15:12:59+00:00,https://www.thehindu.com/news/national/andhra-pradesh/tirupati-deputy-mayor-election-deferred-amid-high-drama/article69176702.ece,Tirupati Deputy Mayor election deferred amid high drama. Tirupati Deputy Mayor election deferred amid high drama,Neutral
"UGC draft regulations an infringement on the rights of State governments, says Prabhat Patnaik",He says power to establish and supervise State universities lies with State governments and UGC’s role should be primarily focussed on coordination and standard-setting through consultation with universities,2025-02-03T14:56:48+00:00,https://www.thehindu.com/news/national/kerala/ugc-draft-regulations-an-infringement-on-the-rights-of-state-governments-says-prabhat-patnaik/article69176631.ece,"UGC draft regulations an infringement on the rights of State governments, says Prabhat Patnaik. He says power to establish and supervise State universities lies with State governments and UGC’s role should be primarily focussed on coordination and standard-setting through consultation with universities",Neutral
"Budget 2025: Tax deductions, exemptions under New Tax Regime and Old Tax Regime for FY2025-26","In Budget 2025, the government opted not to modify the existing tax regime or introduce any new deductions. Finance Minister Nirmala Sitharaman instead made adjustments to the slabs, rates, and rebates within the new regime. However, the Old Ta Regime was kept unchanged.",2025-02-03T14:14:03+00:00,https://www.businesstoday.in/personal-finance/tax/story/budget-2025-tax-deductions-exemptions-under-new-tax-regime-and-old-tax-regime-for-fy2025-26-463269-2025-02-03?utm_source=rssfeed,"Budget 2025: Tax deductions, exemptions under New Tax Regime and Old Tax Regime for FY2025-26. In Budget 2025, the government opted not to modify the existing tax regime or introduce any new deductions. Finance Minister Nirmala Sitharaman instead made adjustments to the slabs, rates, and rebates within the new regime. However, the Old Ta Regime was kept unchanged.",Neutral
"Andhra Pradesh procured 31.5 lakh metric tons of paddy during kharif season, says Civil Supplies Minister",The government credited payments to farmers within 24 hours: Nadendla Manohar,2025-02-03T14:01:41+00:00,https://www.thehindu.com/news/national/andhra-pradesh/andhra-pradesh-procured-315-lakh-metric-tons-of-paddy-during-kharif-season-says-civil-supplies-minister/article69176065.ece,"Andhra Pradesh procured 31.5 lakh metric tons of paddy during kharif season, says Civil Supplies Minister. The government credited payments to farmers within 24 hours: Nadendla Manohar",Neutral
MAMCOS elections: BJP and Congress at loggerheads over ‘carcinogenic tag’ for Areca,MAMCOS elections: BJP and Congress at loggerheads over ‘carcinogenic tag’ for Areca,2025-02-03T12:23:15+00:00,https://www.thehindu.com/news/national/karnataka/mamcos-elections-bjp-and-congress-at-loggerheads-over-carcinogenic-tag-for-areca/article69175877.ece,MAMCOS elections: BJP and Congress at loggerheads over ‘carcinogenic tag’ for Areca. MAMCOS elections: BJP and Congress at loggerheads over ‘carcinogenic tag’ for Areca,Neutral
"‘Rs 28,000 average monthly earnings’: Deepinder Goyal shares how Zomato revolutionised gig workers&#039; earnings and benefits ","Goyal pointed out the added benefits that come with partnering with Zomato. “All delivery partners onboarded with us are by default covered under our delivery partner insurance policy which includes accident, death, and health coverage, among other benefits,” he stated. ",2025-02-03T12:08:42+00:00,https://www.businesstoday.in/technology/news/story/rs-28000-average-monthly-earnings-deepinder-goyal-shares-how-zomato-revolutionised-gig-workers-earnings-and-benefits-463251-2025-02-03?utm_source=rssfeed,"‘Rs 28,000 average monthly earnings’: Deepinder Goyal shares how Zomato revolutionised gig workers&#039; earnings and benefits . Goyal pointed out the added benefits that come with partnering with Zomato. “All delivery partners onboarded with us are by default covered under our delivery partner insurance policy which includes accident, death, and health coverage, among other benefits,” he stated. ",Neutral
USAID staffers locked out of Washington headquarters after Musk said Trump agreed to close it,Elon Musk’s comments online came after the administration placed 2 top security chiefs at USAID on leave after they refused to turn over classified material in restricted areas to Musk’s government-inspection teams,2025-02-03T11:58:44+00:00,https://www.thehindu.com/news/international/usaid-staffers-locked-out-of-washington-headquarters-after-musk-said-trump-agreed-to-close-it/article69175874.ece,USAID staffers locked out of Washington headquarters after Musk said Trump agreed to close it. Elon Musk’s comments online came after the administration placed 2 top security chiefs at USAID on leave after they refused to turn over classified material in restricted areas to Musk’s government-inspection teams,Neutral
Big tax relief in Budget 2025: Who gains and what changes?,The government has proposed to increase the tax rebate available to individual taxpayer opting for the new tax regime. Tax rebate is a form of discount applicable on income falling within a certain tax bracket.,2025-02-03T10:22:29+00:00,https://www.businesstoday.in/personal-finance/tax/story/big-tax-relief-in-budget-2025-who-gains-and-what-changes-463230-2025-02-03?utm_source=rssfeed,Big tax relief in Budget 2025: Who gains and what changes?. The government has proposed to increase the tax rebate available to individual taxpayer opting for the new tax regime. Tax rebate is a form of discount applicable on income falling within a certain tax bracket.,Neutral
"Budget 2025: CBIC chief defends India&#039;s new tariff policy, rejects protectionism claims","Addressing criticism linked to the U.S. and specific references to Harley-Davidson motorcycles, Agarwal clarified, ""The average customs duty rate has dropped from 11.65% to 10.66%, a reduction of almost 10%, bringing it closer to ASEAN countries' rates.""",2025-02-03T10:06:50+00:00,https://www.businesstoday.in/latest/economy/story/budget-2025-cbic-chief-defends-indias-new-tariff-policy-rejects-protectionism-claims-463226-2025-02-03?utm_source=rssfeed,"Budget 2025: CBIC chief defends India&#039;s new tariff policy, rejects protectionism claims. Addressing criticism linked to the U.S. and specific references to Harley-Davidson motorcycles, Agarwal clarified, ""The average customs duty rate has dropped from 11.65% to 10.66%, a reduction of almost 10%, bringing it closer to ASEAN countries' rates.""",Neutral
"SC terms Maha Kumbh stampede ‘unfortunate’, refuses to entertain plea for enquiry",The petition had urged the apex court to direct the Uttar Pradesh government to submit “a status report on Maha Kumbh stampede incident”,2025-02-03T08:44:33+00:00,https://www.thehindu.com/news/national/sc-terms-maha-kumbh-stampede-unfortunate-refuses-to-entertain-plea-for-enquiry/article69175356.ece,"SC terms Maha Kumbh stampede ‘unfortunate’, refuses to entertain plea for enquiry. The petition had urged the apex court to direct the Uttar Pradesh government to submit “a status report on Maha Kumbh stampede incident”",Neutral
Delhi Chief Electoral Office shares details of independent observers of New Delhi AC,Arvind Kejriwal alleged an attack on his party workers ahead of the Delhi Assembly polls and demanded that the Election Commission appoint independent observers in his New Delhi constituency,2025-02-03T08:14:42+00:00,https://www.thehindu.com/elections/delhi-assembly/delhi-chief-electoral-office-shares-details-of-independent-observers-of-new-delhi-ac/article69175312.ece,Delhi Chief Electoral Office shares details of independent observers of New Delhi AC. Arvind Kejriwal alleged an attack on his party workers ahead of the Delhi Assembly polls and demanded that the Election Commission appoint independent observers in his New Delhi constituency,Neutral
M.V. Jayarajan re-elected as CPI(M) Kannur district secretary,"Reappointment confirmed during district conference at Taliparamba, where new district committee was also elected",2025-02-03T07:58:39+00:00,https://www.thehindu.com/news/national/kerala/mv-jayarajan-re-elected-as-cpim-kannur-district-secretary/article69175210.ece,"M.V. Jayarajan re-elected as CPI(M) Kannur district secretary. Reappointment confirmed during district conference at Taliparamba, where new district committee was also elected",Neutral
Bengaluru’s furry residents severely underserved by government facilities  ,"In 2023, the government of Karnataka issued an order shutting down 28 vet hospitals in Bengaluru saying that there was a greater need for veterinary doctors in rural areas where cattle and poultry were found in larger numbers",2025-02-03T06:52:38+00:00,https://www.thehindu.com/news/cities/bangalore/bengalurus-furry-residents-severely-underserved-by-government-facilities/article69164248.ece,"Bengaluru’s furry residents severely underserved by government facilities  . In 2023, the government of Karnataka issued an order shutting down 28 vet hospitals in Bengaluru saying that there was a greater need for veterinary doctors in rural areas where cattle and poultry were found in larger numbers",Neutral
"U.S. ends protections for thousands of Venezuelans, reports say",Those affected would lose their deportation relief and access to work permits 60 days after the federal government publishes the termination notice,2025-02-03T06:47:25+00:00,https://www.thehindu.com/news/international/us-ends-protections-for-thousands-of-venezuelans-reports-say/article69175088.ece,"U.S. ends protections for thousands of Venezuelans, reports say. Those affected would lose their deportation relief and access to work permits 60 days after the federal government publishes the termination notice",Neutral
Myanmar residents seek light in dark times four years after military coup,"Power outages are common in his township, a result of rolling blackouts scheduled by the junta government as it battles for control of areas seized by rebel groups",2025-02-03T05:36:46+00:00,https://www.thehindu.com/news/international/myanmar-residents-seek-light-in-dark-times-four-years-after-military-coup/article69174949.ece,"Myanmar residents seek light in dark times four years after military coup. Power outages are common in his township, a result of rolling blackouts scheduled by the junta government as it battles for control of areas seized by rebel groups",Neutral
Delhi Assembly election 2025 LIVE updates: Delhi CEO dismisses Kejriwal’s claims of intimidation by BJP workers,"Haryana CM accuses Kejriwal of corruption, says his ‘place is in jail’",2025-02-03T03:23:26+00:00,https://www.thehindu.com/elections/delhi-assembly/delhi-assembly-election-2025-aap-bjp-congress-kejriwal-live-updates-february-3/article69174669.ece,"Delhi Assembly election 2025 LIVE updates: Delhi CEO dismisses Kejriwal’s claims of intimidation by BJP workers. Haryana CM accuses Kejriwal of corruption, says his ‘place is in jail’",Right-wing
"Utilise resources to uplift others, says Rabbi Abraham Cooper","“No country is a saint, and well-meaning people from every nation must question the wrong policies of their governments”",2025-02-02T19:18:00+00:00,https://www.thehindu.com/news/national/kerala/utilise-resources-to-uplift-others-says-rabbi-abraham-cooper/article69173615.ece,"Utilise resources to uplift others, says Rabbi Abraham Cooper. “No country is a saint, and well-meaning people from every nation must question the wrong policies of their governments”",Neutral
Key projects will be completedin north Chennai by year-end,"While inspecting the work last week, Chief Minister M.K. Stalin ordered officials to expedite the projects. Minister for the Chennai Metropolitan Development Authority P.K.  Sekarbabu says the government intends to complete 80% of the projects by December",2025-02-02T17:47:49+00:00,https://www.thehindu.com/news/cities/chennai/key-projects-will-be-completed-in-north-chennai-by-year-end/article69173194.ece,"Key projects will be completedin north Chennai by year-end. While inspecting the work last week, Chief Minister M.K. Stalin ordered officials to expedite the projects. Minister for the Chennai Metropolitan Development Authority P.K.  Sekarbabu says the government intends to complete 80% of the projects by December",Neutral
"Telangana BCs demand 42% reservation in local body elections, warn of massive stir","Telangana BCs demand 42% reservation in local body elections, warn of massive stir",2025-02-02T16:02:43+00:00,https://www.thehindu.com/news/national/telangana/telangana-bcs-demand-42-reservation-in-local-body-elections-warn-of-massive-stir/article69173486.ece,"Telangana BCs demand 42% reservation in local body elections, warn of massive stir. Telangana BCs demand 42% reservation in local body elections, warn of massive stir",Right-wing
Tsunami survivor raised in Nagapattinam government home marries; Former collector attends ceremony,Tsunami survivor raised in Nagapattinam government home marries; Former collector attends ceremony,2025-02-02T16:01:06+00:00,https://www.thehindu.com/news/cities/Tiruchirapalli/tsunami-survivor-raised-in-nagapattinam-government-home-marries-former-collector-attends-ceremony/article69173397.ece,Tsunami survivor raised in Nagapattinam government home marries; Former collector attends ceremony. Tsunami survivor raised in Nagapattinam government home marries; Former collector attends ceremony,Neutral
Union Minister George Kurian’s remark that Kerala should declare itself socially and economically backward for federal aid stokes ruling front and Opposition anger,"CPI(M), CPI and Congress slam Minister’s comments as patently anti-Kerala. Tourism Minister says State will use legal and political means to assert its federal and fiscal rights",2025-02-02T15:53:04+00:00,https://www.thehindu.com/news/national/kerala/union-minister-george-kurians-remark-that-kerala-should-declare-itself-socially-and-economically-backward-for-federal-aid-stokes-ruling-front-and-opposition-anger/article69173371.ece,"Union Minister George Kurian’s remark that Kerala should declare itself socially and economically backward for federal aid stokes ruling front and Opposition anger. CPI(M), CPI and Congress slam Minister’s comments as patently anti-Kerala. Tourism Minister says State will use legal and political means to assert its federal and fiscal rights",Neutral
Prakasam district celebrates 56th formation day,"State government is striving to develop the Prakasam district in all sectors, says Social Welfare Minister adding that Kandukur constituency, where Ramayapatnam Port and Horticulture University are located, will be merged into the district very soon",2025-02-02T15:26:36+00:00,https://www.thehindu.com/news/national/andhra-pradesh/prakasam-district-celebrates-56th-formation-day/article69173098.ece,"Prakasam district celebrates 56th formation day. State government is striving to develop the Prakasam district in all sectors, says Social Welfare Minister adding that Kandukur constituency, where Ramayapatnam Port and Horticulture University are located, will be merged into the district very soon",Neutral
"This Muslim nation becomes new battleground for Shia-Sunni conflict, Saudi-Qatar jump in, Middle East set to…",Qatar's President Sheikh Tamim bin Hamad Al Thani made the first official visit to Syria after the interim government was formed. Scroll down for more.,2025-02-02T14:53:57+00:00,https://www.india.com/news/syria-muslim-nation-becomes-new-battleground-for-shia-sunni-conflict-saudi-qatar-jump-in-middle-east-hts-ahmed-al-sharam-salman-7586100/,"This Muslim nation becomes new battleground for Shia-Sunni conflict, Saudi-Qatar jump in, Middle East set to…. Qatar's President Sheikh Tamim bin Hamad Al Thani made the first official visit to Syria after the interim government was formed. Scroll down for more.",Neutral
Government urged to protect wetlands in Srikakulam district,Government urged to protect wetlands in Srikakulam district,2025-02-02T14:47:16+00:00,https://www.thehindu.com/news/national/andhra-pradesh/government-urged-to-protect-wetlands-in-srikakulam-district/article69172770.ece,Government urged to protect wetlands in Srikakulam district. Government urged to protect wetlands in Srikakulam district,Neutral
"A country counts its cows, camels, and quail ","The once-in-five-year Livestock Census’ 21st edition is underway, to count the number of animals across 219 breeds of 16 species. Enumerators use a software to upload the details of livestock and the number of people engaged in rearing animals. The government claims this will help them frame better policies; the farmers want financial aid. A.M. Jigeesh travels to Haryana to track developments on ground",2025-02-02T14:26:47+00:00,https://www.thehindu.com/news/national/haryana/a-country-counts-its-cows-camels-and-quail/article69131826.ece,"A country counts its cows, camels, and quail . The once-in-five-year Livestock Census’ 21st edition is underway, to count the number of animals across 219 breeds of 16 species. Enumerators use a software to upload the details of livestock and the number of people engaged in rearing animals. The government claims this will help them frame better policies; the farmers want financial aid. A.M. Jigeesh travels to Haryana to track developments on ground",Neutral
Government girls school in Coimbatore commemorates 100 years of legacy and progress,Government girls school in Coimbatore commemorates 100 years of legacy and progress,2025-02-02T13:56:54+00:00,https://www.thehindu.com/news/cities/Coimbatore/government-girls-school-in-coimbatore-commemorates-100-years-of-legacy-and-progress/article69172809.ece,Government girls school in Coimbatore commemorates 100 years of legacy and progress. Government girls school in Coimbatore commemorates 100 years of legacy and progress,Neutral
Nandyal district administration plans to combat drug menace through crackdowns and awareness programmes,"Awareness campaigns will be conduted in all the 1,957 schools, 49 colleges and 196 government and non-government educational institutions in the district, says the District Collector",2025-02-02T13:12:17+00:00,https://www.thehindu.com/news/national/andhra-pradesh/nandyal-district-administration-plans-to-combat-drug-menace-through-crackdowns-and-awareness-programmes/article69172289.ece,"Nandyal district administration plans to combat drug menace through crackdowns and awareness programmes. Awareness campaigns will be conduted in all the 1,957 schools, 49 colleges and 196 government and non-government educational institutions in the district, says the District Collector",Neutral
High drama in Tirupati ahead of MCT Deputy Mayor election,"MCT deploys bulldozers at the under-construction building belonging to a corporator M. Sekhar Reddy, the Deputy Mayoral candidate of YSRCP",2025-02-02T12:53:24+00:00,https://www.thehindu.com/news/national/andhra-pradesh/high-drama-in-tirupati-ahead-of-mct-deputy-mayor-election/article69172111.ece,"High drama in Tirupati ahead of MCT Deputy Mayor election. MCT deploys bulldozers at the under-construction building belonging to a corporator M. Sekhar Reddy, the Deputy Mayoral candidate of YSRCP",Neutral
"‘This one’s a blockbuster’: OYO’s Ritesh Agarwal hails Budget 2025 for tax-free push, Rs 10,000 crore for startups ","“MUDRA Loans Boost: Encouraging farm stays and promoting entrepreneurship in every form — showcasing India’s rich culture!” Agarwal highlighted, pointing out the government’s focus on nurturing grassroots enterprises and rural tourism. ",2025-02-02T10:19:01+00:00,https://www.businesstoday.in/latest/economy/story/this-ones-a-blockbuster-oyos-ritesh-agarwal-hails-budget-2025-for-tax-free-push-rs-10000-crore-for-startups-463129-2025-02-02?utm_source=rssfeed,"‘This one’s a blockbuster’: OYO’s Ritesh Agarwal hails Budget 2025 for tax-free push, Rs 10,000 crore for startups . “MUDRA Loans Boost: Encouraging farm stays and promoting entrepreneurship in every form — showcasing India’s rich culture!” Agarwal highlighted, pointing out the government’s focus on nurturing grassroots enterprises and rural tourism. ",Neutral
"&#039;Putting nation above politics&#039;: Investor hails PM Modi, FM Sitharaman for fiscal honesty","Madhusudan lauded the government’s reform agenda, citing landmark initiatives like GST, the Insolvency and Bankruptcy Code (IBC), and gradual progress on labour laws, with sincere attempts at addressing land and agricultural reforms.",2025-02-02T07:54:50+00:00,https://www.businesstoday.in/latest/economy/story/putting-nation-above-politics-investor-hails-pm-modi-fm-sitharaman-for-fiscal-honesty-463119-2025-02-02?utm_source=rssfeed,"&#039;Putting nation above politics&#039;: Investor hails PM Modi, FM Sitharaman for fiscal honesty. Madhusudan lauded the government’s reform agenda, citing landmark initiatives like GST, the Insolvency and Bankruptcy Code (IBC), and gradual progress on labour laws, with sincere attempts at addressing land and agricultural reforms.",Right-wing
Maharashtra Opposition slams Budget 2025 as Bihar-centric; State Government hits back,"Shiv Sena UBT leader Aaditya Thackeray said, “The BJP that spoke of abolition of income tax, around the years 2012-14 before election, at least is now getting more liberal and negotiating with tax payers on slabs and rebates with a lot of conditions and hidden clauses”",2025-02-02T05:27:08+00:00,https://www.thehindu.com/news/national/maharashtra/maharashtra-opposition-slams-budget-2025-as-bihar-centric-state-government-hits-back/article69168414.ece,"Maharashtra Opposition slams Budget 2025 as Bihar-centric; State Government hits back. Shiv Sena UBT leader Aaditya Thackeray said, “The BJP that spoke of abolition of income tax, around the years 2012-14 before election, at least is now getting more liberal and negotiating with tax payers on slabs and rebates with a lot of conditions and hidden clauses”",Neutral
"Balanced budget has accepted Rajasthan Govt proposals, says State CM; Opposition complains of neglect","The Rajasthan government had submitted proposals for extending the duration of Jal Jeevan Mission, giving special assistance for power sector reforms and providing interest-free loan to the State for capital investment",2025-02-02T05:05:01+00:00,https://www.thehindu.com/news/national/rajasthan/balanced-budget-has-accepted-rajasthan-govt-proposals-says-state-cm-opposition-complains-of-neglect/article69168751.ece,"Balanced budget has accepted Rajasthan Govt proposals, says State CM; Opposition complains of neglect. The Rajasthan government had submitted proposals for extending the duration of Jal Jeevan Mission, giving special assistance for power sector reforms and providing interest-free loan to the State for capital investment",Right-wing
Submit report on land displacement in Rourkela in 30 days: NCST asks High Power Committee,Tribals have moved NCST seeking restoration of unused land surrendered by Rourkela Steel Plant to Odisha government ,2025-02-02T04:38:36+00:00,https://www.thehindu.com/news/national/odisha/submit-report-on-land-displacement-in-rourkela-in-30-days-ncst-asks-high-power-committee/article69168477.ece,Submit report on land displacement in Rourkela in 30 days: NCST asks High Power Committee. Tribals have moved NCST seeking restoration of unused land surrendered by Rourkela Steel Plant to Odisha government ,Neutral
"In poll-bound Delhi, Shah says Budget has made Purvanchalis, middle class happy","At election rally, Union Home Minister hails social security scheme for gig workers announced by Finance Minister; asks people to vote BJP to power in the national capital; AAP terms extra allocation for Delhi this year a ‘major disappointment’; Modi to address final rally today ahead of Feb. 5 poll",2025-02-01T20:03:49+00:00,https://www.thehindu.com/news/cities/Delhi/in-poll-bound-delhi-shah-says-budget-has-made-purvanchalis-middle-class-happy/article69170105.ece,"In poll-bound Delhi, Shah says Budget has made Purvanchalis, middle class happy. At election rally, Union Home Minister hails social security scheme for gig workers announced by Finance Minister; asks people to vote BJP to power in the national capital; AAP terms extra allocation for Delhi this year a ‘major disappointment’; Modi to address final rally today ahead of Feb. 5 poll",Right-wing
Union Budget 2025: Tax bonanza for middle class,"Income up to ₹12 lakh tax-free; people earning at least ₹25 lakh will save ₹1.1 lakh; big push to increase spending and spur growth; tax rate changes, new Income Tax Bill show the government is responsive to the ‘voice of the people’, says Nirmala Sitharaman",2025-02-01T18:26:27+00:00,https://www.thehindu.com/business/budget/union-budget-2025-tax-bonanza-for-middle-class/article69169914.ece,"Union Budget 2025: Tax bonanza for middle class. Income up to ₹12 lakh tax-free; people earning at least ₹25 lakh will save ₹1.1 lakh; big push to increase spending and spur growth; tax rate changes, new Income Tax Bill show the government is responsive to the ‘voice of the people’, says Nirmala Sitharaman",Neutral
"Union Budget 2025: Government to set up Export Promotion Mission with an outlay of ₹2,250 crore","It will facilitate easy access to export credit, cross-border factoring support, and help MSMEs tackle non-tariff measures in overseas markets",2025-02-01T17:43:34+00:00,https://www.thehindu.com/business/budget/union-budget-2025-government-to-set-up-export-promotion-mission-with-an-outlay-of-2250-crore/article69169514.ece,"Union Budget 2025: Government to set up Export Promotion Mission with an outlay of ₹2,250 crore. It will facilitate easy access to export credit, cross-border factoring support, and help MSMEs tackle non-tariff measures in overseas markets",Neutral
Slight decline in allocations for I&B Ministry,"The government has allocated ₹500 crore for broadcasting infrastructure network development, ₹363 crore for development communication and dissemination of filmic content",2025-02-01T17:16:50+00:00,https://www.thehindu.com/business/budget/slight-decline-in-allocations-for-ib-ministry/article69168812.ece,"Slight decline in allocations for I&B Ministry. The government has allocated ₹500 crore for broadcasting infrastructure network development, ₹363 crore for development communication and dissemination of filmic content",Neutral
Kerala’s AIIMS plan on the back burner again,"State government has acquired around 150 acres at Kinalur in Kozhikode for the purpose and steps to take over another 100 acres are going on. Health Minister says all procedures mandated by the Centre, including acquisition of the required land, have been completed, adding that she had also met successive Union Health Ministers many times with the demand",2025-02-01T15:27:15+00:00,https://www.thehindu.com/news/national/kerala/keralas-aiims-plan-on-the-back-burner-again/article69169469.ece,"Kerala’s AIIMS plan on the back burner again. State government has acquired around 150 acres at Kinalur in Kozhikode for the purpose and steps to take over another 100 acres are going on. Health Minister says all procedures mandated by the Centre, including acquisition of the required land, have been completed, adding that she had also met successive Union Health Ministers many times with the demand",Left-wing
Telangana government Advisor criticises Union Budget for neglecting minorities citing low allocations,Telangana government Advisor criticises Union Budget for neglecting minorities citing low allocations,2025-02-01T14:44:47+00:00,https://www.thehindu.com/news/national/telangana/telangana-government-advisor-criticises-union-budget-for-neglecting-minorities-citing-low-allocations/article69169250.ece,Telangana government Advisor criticises Union Budget for neglecting minorities citing low allocations. Telangana government Advisor criticises Union Budget for neglecting minorities citing low allocations,Neutral
Crypto dreamers take note: Union Budget 2025 targets hidden crypto wealth with new undisclosed income rule,"The Budget document said, “It is proposed to add the term ‘virtual digital asset' to the said definition of undisclosed income of the block period.” Further tightening the noose, the government has proposed a clear timeline for such investigations.",2025-02-01T14:25:08+00:00,https://www.businesstoday.in/latest/economy/story/crypto-dreamers-take-note-union-budget-2025-targets-hidden-crypto-wealth-with-new-undisclosed-income-rule-463093-2025-02-01?utm_source=rssfeed,"Crypto dreamers take note: Union Budget 2025 targets hidden crypto wealth with new undisclosed income rule. The Budget document said, “It is proposed to add the term ‘virtual digital asset' to the said definition of undisclosed income of the block period.” Further tightening the noose, the government has proposed a clear timeline for such investigations.",Neutral
SAAP Chairperson expresses dissatisfaction over Kurnool DSA stadium management,"Previous government misused ₹119 crore in the name of ‘Aadudam Andhra’, an initiative to promote sport, alleges Ravi Naidu",2025-02-01T14:08:25+00:00,https://www.thehindu.com/news/national/andhra-pradesh/saap-chairperson-expresses-dissatisfaction-over-dsa-stadium-management/article69168008.ece,"SAAP Chairperson expresses dissatisfaction over Kurnool DSA stadium management. Previous government misused ₹119 crore in the name of ‘Aadudam Andhra’, an initiative to promote sport, alleges Ravi Naidu",Neutral
"Disappointed with Union Budget for giving ‘empty pot’ to Karnataka, says Siddaramaiah",He said the Budget focussed only on Bihar and Andhra Pradesh for the second successive year because of political compulsions of the BJP government at the Centre,2025-02-01T13:58:11+00:00,https://www.thehindu.com/news/national/karnataka/disappointed-with-union-budget-for-giving-empty-pot-to-karnataka-says-siddaramaiah/article69168740.ece,"Disappointed with Union Budget for giving ‘empty pot’ to Karnataka, says Siddaramaiah. He said the Budget focussed only on Bihar and Andhra Pradesh for the second successive year because of political compulsions of the BJP government at the Centre",Left-wing
"Time ripe for a jackfruit board, says food processor",Jackfruit is not promoted for consumption despite its huge production in Kerala and government declaring it the State’s official fruit in 2018,2025-02-01T13:57:41+00:00,https://www.thehindu.com/news/national/kerala/time-ripe-for-a-jackfruit-board-says-food-processor/article69167808.ece,"Time ripe for a jackfruit board, says food processor. Jackfruit is not promoted for consumption despite its huge production in Kerala and government declaring it the State’s official fruit in 2018",Neutral
"YSRCP spreading false propaganda against NDA government in Andhra Pradesh, allege TDP, Jana Sena Party leaders","NDA government is striving to attract investments to the State and also to solve Panchagramala issue, they say",2025-02-01T13:52:58+00:00,https://www.thehindu.com/news/cities/Visakhapatnam/ysrcp-spreading-false-propaganda-against-nda-government-in-andhra-pradesh-allege-tdp-jana-sena-party-leaders/article69168708.ece,"YSRCP spreading false propaganda against NDA government in Andhra Pradesh, allege TDP, Jana Sena Party leaders. NDA government is striving to attract investments to the State and also to solve Panchagramala issue, they say",Right-wing
Union Budget ignores Kerala’s plea for support amid growing human-wildlife conflicts,"Forest department recently submitted a memorandum to the Centre requesting a special package of ₹620 crore to address the growing crisis. Following the Wayanad incident where a woman was mauled to death by a tiger, the government renewed its appeal for Central assistance, hiking its demand to ₹1,000 crore ahead of the Union Budget",2025-02-01T12:57:14+00:00,https://www.thehindu.com/news/national/kerala/union-budget-ignores-keralas-plea-for-support-amid-growing-human-wildlife-conflicts/article69168323.ece,"Union Budget ignores Kerala’s plea for support amid growing human-wildlife conflicts. Forest department recently submitted a memorandum to the Centre requesting a special package of ₹620 crore to address the growing crisis. Following the Wayanad incident where a woman was mauled to death by a tiger, the government renewed its appeal for Central assistance, hiking its demand to ₹1,000 crore ahead of the Union Budget",Neutral
Budget 2025-26: Ministries with the biggest increases and decreases in fund allocations,"The 2025-26 Budget reflects the government’s priorities, with increased investments in corporate affairs, science, tourism, and water resources while cutting allocations for steel, communications, and external affairs.",2025-02-01T12:26:29+00:00,https://www.businesstoday.in/latest/economy/story/budget-2025-26-ministries-with-the-biggest-increases-and-decreases-in-fund-allocations-463065-2025-02-01?utm_source=rssfeed,"Budget 2025-26: Ministries with the biggest increases and decreases in fund allocations. The 2025-26 Budget reflects the government’s priorities, with increased investments in corporate affairs, science, tourism, and water resources while cutting allocations for steel, communications, and external affairs.",Neutral
India’s last 10 Budgets: Ministries that have topped the Modi government’s priorities,"The defence sector remains a key priority of the Modi government with Rs 6.8 lakh crore allocated for 2025-26, and a total of Rs 50.8 lakh crore over the last decade.",2025-02-01T12:11:16+00:00,https://www.businesstoday.in/latest/economy/story/indias-last-10-budgets-ministries-that-have-topped-the-modi-governments-priorities-463063-2025-02-01?utm_source=rssfeed,"India’s last 10 Budgets: Ministries that have topped the Modi government’s priorities. The defence sector remains a key priority of the Modi government with Rs 6.8 lakh crore allocated for 2025-26, and a total of Rs 50.8 lakh crore over the last decade.",Right-wing
